web-scraper-order,web-scraper-start-url,titulo,precio,mets
1620505113-10338,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,Terreno de 201 m² en Bio Grand Juriquilla - Plano y de Oportunidad!,"MN 924,600",201 m²
1620504512-9489,https://www.inmuebles24.com/terrenos-en-venta-en-centro-sur-pagina-1.html,Terreno en Venta Centro Sur,"MN 3,796,593",357 m²
1620504181-9096,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,Terreno en Venta Cumbres del Lago Juriquilla Queretaro Rtv20,"MN 2,980,000",414 m²
1620504423-9374,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-1.html,"En Venta Terreno en Milenio III - 272 m², con La Mejor Plusv","MN 1,750,000",272 m²
1620504707-9823,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-5.html,"Terreno de 255 m² en El Refugio, 10 X 25, Gran Ubicación, de","MN 1,650,000",255 m²
1620505000-10248,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-23.html,Terreno en Venta Villas del Meson Juriquilla Ll,"MN 3,500,000",1000 m²
1620505594-10534,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-13.html,"Se Vende Hermoso Terreno Plano de 164 m² en San Isidro Juriquilla, Ganelo!","MN 687,000",164 m²
1620505154-10373,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-18.html,"Estupendo Terreno en Lomas de Juriquilla, 250 m², en Av Principal, Ganalo!","MN 1,225,000",250 m²
1620504512-9471,https://www.inmuebles24.com/terrenos-en-venta-en-centro-sur-pagina-1.html,Terreno en Venta en Centro Sur,"MN 3,267,653",386 m²
1620505892-11233,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-3.html,"Terrenos Habitacionales Desde 128 m² en San Isidro, Juriquilla","MN 581,120",128 m²
1620504261-9186,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Terreno en Venta en Cumbres del Lago,"MN 1,174,500",270 m²
1620504119-8969,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,Terreno en Venta en Cumbres del Lago,"MN 3,400,000",470 m²
1620504170-9068,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-7.html,Venta Terrenos - Cumbres del Lago - Juriquilla - Queretaro,"MN 2,200,000",394 m²
1620505626-10575,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-12.html,Terreno Plano en Juriquilla Campestre,"MN 1,190,000",295 m²
1620504340-9269,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-5.html,"Se Vende Terreno en Milenio III - 272 m², con La Mejor Plusvalía de Querétaro.","MN 1,750,000",272 m²
1620505656-10627,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-11.html,Juriquilla Paseo de La Republica Terreno en Venta,"MN 1,233,000",274 m²
1620504605-9632,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,"El Campanario, Frente a Área Verde","MN 7,437,670",732 m²
1620504942-10182,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,"Terreno Habitacional con Vigilancia y Estacionamiento. Juriquilla, Venta","MN 557,000",132 m²
1620504181-9090,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,"Se Vende Terreno en Cumbres del Lago de 277 m², Plano, La Mejor Zona de Cumbres","MN 1,590,000",277 m²
1620504144-9012,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-9.html,"Se Vende Terreno en Altos Juriquilla de 200 m², Inigualable Atmósfera y Confort","MN 1,203,000",200 m²
1620505751-10863,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-8.html,"Se Vende Terreno en Bio Grand Juriquilla de 167.32 m², Const","MN 722,700",167 m²
1620505778-10917,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-7.html,Terreno en Venta en Cumbres del Lago Juriquilla 315 m²,"MN 1,890,000",315 m²
1620505892-11227,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-3.html,"Terreno Plano y en Esquina, Campestre Juriquilla - 297 m², de Oportunidad!","MN 1,218,000",297 m²
1620505723-10785,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-9.html,Terreno en Condesa con un Lindo Frente 210 m²,"MN 1,323,000",210 m²
1620505113-10339,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,"Terreno Plano y en Esquina, Campestre Juriquilla - 297 m², de Oportunidad","MN 1,217,000",298 m²
1620505272-10443,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-15.html,Terrenos Habitacionales en Exclusivo Desarrollo en Cumbres del Lago Juriquilla,"MN 2,150,000",250 m²
1620504656-9746,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro.html,Oportunidad Preventa de Terreno Ubicado en El Mirador Qro. Jf,"MN 986,400",180 m²
1620504878-10098,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-29.html,"Terreno Plano y en Esquina, Campestre Juriquilla - 297 m², D","MN 1,218,000",297 m²
1620504749-9939,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-1.html,Venta Terreno Refugio,"MN 1,750,000",260 m²
1620504605-9648,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Terreno en Esquina de 653 m² Ubicado en El Campanario! Rcs,"MN 6,900,000",653 m²
1620504927-10158,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-27.html,"Terreno Plano y en Esquina, Campestre Juriquilla - 297 m², de Oportunidad!","MN 1,218,000",297 m²
1620505073-10313,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-20.html,"Terreno en Venta, Juriquilla en Privada!","MN 1,928,579",280 m²
1620505723-10770,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-9.html,En Venta Terreno en Juriquilla,"MN 4,000,000",1000 m²
1620504927-10135,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-27.html,Venta Terrenos Queretaro Bio Juriquilla Chiquimolillas,"MN 780,000",169 m²
1620504718-9852,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-4.html,Terreno Plano en Venta en La Espiga (Condominio Aragón Iii),"MN 2,079,000",342 m²
1620504395-9357,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-2.html,Terreno en Venta en Fraccionamiento Milenio 3ra Sección,"MN 2,424,177",351 m²
1620504119-8978,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,"Excelente Terreno en Venta en Cumbres del Lago, Juriquilla, Queretaro","MN 1,630,000",271 m²
1620505018-10264,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,Venta de Terreno en Cumbres de Juriquilla,"MN 2,500,000",305 m²
1620505056-10301,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-21.html,Terreno Habitacional en Real de Juriquilla,"MN 1,254,000",255 m²
1620504927-10156,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-27.html,Terreno en Venta en Campestre Juriquilla Queretaro Gps,"MN 1,690,520",42263 m²
1620504629-9680,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Terreno en Venta El Campanario Rtv - Ae,"MN 8,300,000",788 m²
1620505154-10361,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-18.html,Terreno en Exclusivo Fraccionamiento Altarica Juriquilla,"MN 3,983,000",569 m²
1620505000-10253,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-23.html,"Hermoso Terreno de 386 m² en Grand Juriquilla, Plano y de Oportunidad.","MN 1,158,000",386 m²
1620504373-9326,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,Se Vende Terreno en Milenio III - 184.14 m² - Único y de Opo,"MN 1,160,000",184 m²
1620504859-10078,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-30.html,Terreno en Venta en Grand Juriquilla,"MN 1,150,000",305 m²
1620504276-9208,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Terreno Querétaro, Cumbres del Lago con Vista Panoramica","MN 2,040,000",315 m²
1620505056-10291,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-21.html,"Terreno en Venta en Valle de Juriquilla, C871","MN 7,450",180 m²
1620505689-10732,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-10.html,Terreno en Venta Campo de Golf Juriquilla,"MN 6,703,440",1272 m²
1620504207-9148,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Juriquilla Terreno en Venta en Cumbres del Lago,"MN 3,600,000",469 m²
1620504108-8949,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-12.html,Terreno Venta La Cumbre Juriquilla,"MN 2,585,911",421 m²
1620504207-9134,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Se Vende Terreno Plano en Cumbres del Lago, 279 m² en Hermosa Calle, Ganelo!","MN 1,350,000",279 m²
1620504181-9098,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,"Terrenos en Venta en Cumbres del Lago, Juriquilla","MN 2,017,000",253 m²
1620504656-9735,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro.html,Terreno en Venta en El Mirador Qro. Cmc#20 - 1095,"MN 700,000",133 m²
1620504207-9135,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Se Vende Terreno de 311.40 m² en Cumbres del Lago, de Oportunidad","MN 1,401,000",311 m²
1620505272-10437,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-15.html,"Espectacular Terreno de 373 m² en Náutico Juriquilla, Hermosa Vista Al Lago!","MN 1,880,000",373 m²
1620504157-9035,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,"Se Vende Terreno Plano en Cumbres del Lago, 279 m² en Hermosa Calle, Ganelo!","MN 1,350,000",279 m²
1620504643-9704,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Excelente Oportunidad de Lote 5 en Venta en El Campanario,"MN 7,630,507",726715 m²
1620504605-9633,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Terreno en Venta en El Campanario Club de Golf,"MN 7,200,000",708 m²
1620505778-10907,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-7.html,"Espectacular Terreno de 373 m² en Náutico Juriquilla, Hermosa Vista Al Lago!","MN 1,880,000",373 m²
1620504694-9795,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-6.html,"El Refugio, Terreno de 250 m², (10 X 25) Plano, Ubicadisimo, Ganelo!","MN 1,540,000",250 m²
1620504373-9320,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,"Se Vende Terreno en Milenio III - 224 m², con La Mejor Plusvalía de Querétaro.","MN 1,650,000",224 m²
1620504942-10166,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,Venta de Terreno en Juriquilla de 1300 m² en Meson del Prado Buena Inversion,"MN 6,851,000",1300 m²
1620504261-9196,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,"Único Terreno de 427 m² en Cumbres del Lago, Para Hacer Una Gran Residencia!","MN 3,500,000",427 m²
1620505922-11288,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-2.html,Terreno en Venta. Juriquilla Campestre,"MN 1,230,000",300 m²
1620504355-9303,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-4.html,Terreno en Milenio 3era Sección,"MN 952,279",244 m²
1620504552-9532,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,"Terreno en Venta El Campanario, Querétaro","MN 6,330,400",633 m²
1620504144-9020,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-9.html,"Oportunidad! Terreno de 280 m² en Cumbres del Lago, Ganelo!","MN 1,090,000",280 m²
1620504829-10028,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-1.html,Terreno en Venta Jurica Queretaro,"MN 6,480,000",1350 m²
1620505113-10337,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,"San Isidro Juriquilla, Terreno en Venta","MN 670,000",144 m²
1620504095-8927,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,Terreno en Venta en Cumbres del Lago,"MN 1,428,000",291 m²
1620504629-9682,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,"Hermoso Terreno de 902 m² en Hacienda El Campanario, Exclusivo! y de Lujo!","MN 7,715,930",902 m²
1620504942-10173,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,"Precioso Terreno de 302.51 en Campestre Juriquilla, Libre de","MN 1,100,000",302 m²
1620504942-10180,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-26.html,"Terreno de 300 m² en Gran Juriquilla, de Oportunidad!","MN 1,020,000",300 m²
1620505018-10279,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-22.html,"Terreno Plano de 300 m² en Juriquilla Campestre, (10 m X 30 M) Ganelo!","MN 820,000",300 m²
1620505154-10375,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-18.html,"En Venta Terreno Plano de 144 m² - San Isidro, Juriquilla, de Oportunidad","MN 520,000",144 m²
1620504770-9956,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-4.html,Terreno en Jurica Hermoso Plan Ganalo y Haz Tu Casa de Sueño,"MN 5,400,000",1197 m²
1620504739-9913,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-2.html,Terrenos Residenciales en El Refugio Dentro de Fraccionamien,"MN 7,000",313 m²
1620504373-9334,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-3.html,"Se Vende Terreno en Milenio III - 272 m², con La Mejor Plusvalía de Querétaro.","MN 1,750,000",272 m²
1620504144-9013,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-9.html,"Venta Terrenos, Cumbres del Lago, Juriquilla, Qro","MN 1,630,000",270 m²
1620504108-8932,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-12.html,Se Vende Terreno de 270 m² en Cumbres del Lago - (9 X 30) Ganelo!,"MN 1,350,000",270 m²
1620505953-11357,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-1.html,Terreno en Venta en Gran Reserva Preserve Juriquilla Quéretaro,"MN 940,000",200 m²
1620505272-10446,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-15.html,"Se Vende Hermoso Terreno Plano de 164 m² en San Isidro Juriquilla, Ganelo!","MN 687,750",164 m²
1620504683-9776,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-7.html,Venta de Terreno Residencial El Refugio,"MN 1,864,000",270 m²
1620504276-9226,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Se Vende Terreno Plano de 270 m² en Cumbres del Lago, Ganelo!","MN 1,540,000",270 m²
1620504108-8945,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-12.html,"En Venta Estupendo Terreno en La Condesa Juriquilla, 190 m²","MN 1,048,740",190 m²
1620504670-9755,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-8.html,Terrenos en Venta en La Espiga Querétaro,"MN 2,073,429",337 m²
1620505892-11214,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-3.html,"Terreno Plano y en Esquina, Campestre Juriquilla - 297 m², de Oportunidad","MN 1,217,000",298 m²
1620504859-10064,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-30.html,"Se Vende Terreno en Grand Juriquilla, 239.70 m², Vista a La","MN 999,000",239 m²
1620504643-9706,https://www.inmuebles24.com/terrenos-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Terreno - Fraccionamiento El Campanario,"MN 6,900,000",652 m²
1620505922-11285,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-2.html,Terrenos en Venta en Lomas de Juriquilla,"MN 1,550,000",299 m²
1620504810-10013,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-2.html,Terreno en Venta en Jurica,"MN 5,600,000",1000 m²
1620504170-9062,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-7.html,Venta Terreno Cumbres del Lago,"MN 2,033,430",295 m²
1620504512-9491,https://www.inmuebles24.com/terrenos-en-venta-en-centro-sur-pagina-1.html,Terreno en Venta Centro Sur,"MN 3,426,114",357 m²
1620505113-10347,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-19.html,Terreno en San Isidro de 304 M²! Jgj 20 - 2042,"MN 1,000,000",304 m²
1620504976-10220,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-24.html,Oportunidad Terreno en Juriquilla de 1000 m²,"MN 3,800,000",1000 m²
1620504472-9417,https://www.inmuebles24.com/terrenos-en-venta-en-el-pueblito-centro-pagina-2.html,Terreno Para Venta Ubicado en Corregidora,"MN 1,930,823",261 m²
1620504718-9851,https://www.inmuebles24.com/terrenos-en-venta-en-residencial-el-refugio-pagina-4.html,"En Venta Terreno en El Refugio de 250 m², Plano, Todo en Orden, Ganalo!","MN 1,637,700",250 m²
1620504119-8968,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,Lago Juriquilla Queretaro,"MN 6,900",250 m²
1620504846-10056,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-31.html,Terrenos en Venta en Biogrand Juriquilla,"MN 839,328",175 m²
1620505154-10378,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-18.html,Terreno en Venta en Juriquilla,"MN 5,600,000",1395 m²
1620504395-9343,https://www.inmuebles24.com/terrenos-en-venta-en-milenio-pagina-2.html,"Se Vende Terreno en Milenio III - 224 m², con La Mejor Plusv","MN 1,650,000",224 m²
1620504095-8925,https://www.inmuebles24.com/terrenos-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,"Vendo Terreno en Cumbres del Lago de 280 m², Ganelo!","MN 1,100,000",280 m²
1620504788-9992,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-3.html,Terreno en Venta en Jurica,"MN 7,000",600 m²
1620505953-11363,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-1.html,"Excelente Oportunidad, Terreno en Venta en Cumbres del Lago Juriquilla","MN 1,184,500",270 m²
1620504770-9970,https://www.inmuebles24.com/terrenos-en-venta-en-jurica-pagina-4.html,"Terreno en Venta, Jurica","MN 4,300,000",616 m²
1620505173-10393,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-17.html,"Terreno en Venta, Grand Juriquilla, Querétaro.","MN 1,200,000",300 m²
1620504976-10223,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-24.html,"Terreno en Venta Villas del Meson, Juriquilla","MN 7,377,600",1272 m²
1620505656-10639,https://www.inmuebles24.com/terrenos-en-venta-en-juriquilla-pagina-11.html,"Se Vende Terreno en Bio Grand Juriquilla de 167.32 m², Const","MN 722,700",167 m²
